OBJECTID,HWMID,HWM_TYPE,WTSHUNIT,WTSHNAME,UNIT_NO,CHAN_NAME,ROAD_NAME,STAGEGAGE,BM_NO,BM_DESC,BM_ELEV,ADJUST,SE10YR,SE50YR,SE100YR,SE500YR,LEGACY,FLD_DATE,CHK_DATE,BM_COND,HWM_ELEV,DISCLAIM,HWM_LOC,HWM_DESC,HWM_CONF,COMMENT,TEAM_MEM,PARTY_CHIEF,SRVY_CO,SRVY_DATE,POINT_X,POINT_Y,STATUS,SENSOR_PEAK_ELEV,TOP_PIPE_ELEV,HWI_ELEV,FINAL_HWM,GlobalID,CreationDate,Creator,EditDate,Editor,Water_Level_Change,HWM_VERIF,BMELEV_HISTORICAL,CSG_ELEVATION
1670,K-0002,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,TRESCHWIG,,110030,"Floodplain Reference Mark Number 110030 is a
BRASS DISK Stamped K100 BM01 on bridge at
Treachwig Rd and Cypress Creek
located on concrete walk, on east side of northbound bridge, at centerline of creek
in the Cypress Watershed near stream K100-00-00
ELEV. 85.39 Feet NAVD 1988, 2001 Adjusted.",85.39088747,-1.4,75.8,78.4,79.2,81.3,0,2009-04-28 5:00,2009-04-29 15:15,,74.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,stained mark in grass & verified on utility pole d/s side west bank,,Billy Burke,,2009-04-29 5:00,-95.36746506,30.03373008,Unassigned,,,,,{906F0A33-0A66-4AC0-B801-A8BBDE8F13A1},,,,,10.59088747,,,
1671,K-0003,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,ALDINE WESTFIELD,,110035,"Floodplain Reference Mark Number 110035 is a
BRASS DISK Stamped K100 BM02 at
Aldine Westfield Rd at Cypress Creek located on 
concrete walk on east side of bridge and south of creek centerline
in the Cypress Watershed near stream K100-00-00
ELEV. 89.06 Feet NAVD 1988, 2001 Adjusted.",89.05954811,-1.4,79.1,81.8,82.8,84.9,0,2009-04-28 5:00,2009-04-29 15:38,,79.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris on MBGH d/s side north bank,,Billy Burke,,2009-04-29 5:00,-95.38244717,30.04041344,Unassigned,,,,,{C6E7C250-BB84-4559-BFFA-7EB57B3E1909},,,,,9.85954811,,,
1672,K-0004,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,HARDY ROAD,,110040,"Floodplain Reference Mark Number 110040 is a
BRASS DISK  at
Hardy Rd northbound and Cypress Creek
located on concrete walk, on east side of bridge, at centerline of creek
in the Cypress Watershed near stream K100-00-00
ELEV. 94.85 Feet NAVD 1988, 2001 Adjusted.",94.84687249,-2,83.7,86.7,87.8,90.2,0,2009-04-28 5:00,2009-04-29 15:50,,84.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,water mark on slope paving north bank d/s side,,Billy Burke,,2009-04-29 5:00,-95.40565864,30.0310103,Unassigned,,,,,{014E21AB-4278-464A-8CC5-9F1DAAD2D8B6},,,,,10.14687249,,,
1673,K-0008,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,CHAMPION FOREST DR,,110090,"Floodplain Reference Mark Number 110090 is a
BRASS DISK Stamped K100 BM07 on bridge at
Champion Forest Dr northbound and Cypress Creek
located on concrete walk on east side of bridge at centerline of creek
in the Cypress Watershed near stream K100-00-00
ELEV. 110.31 Feet NAVD 1988, 2001 Adjusted.",110.3143612,-1.5,109.1,112.1,113.3,116,0,2009-04-28 5:00,2009-04-29 19:04,,107.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on d/s north bank @ bridge abutement,,Billy Burke,,2009-04-29 5:00,-95.53065049,29.99793719,Unassigned,,,,,{D55AA8A3-E053-4463-868B-85D7C277C326},,,,,2.9143612,,,
1674,K-0009,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,CYPRESSWOOD DR,,110100,"Floodplain Reference Mark Number 110100 is a
BRASS DISK Stamped WEISSER BM36 on bridge at
Cypresswood Dr and Cypress Creek located on concrete walk,
on east side of northbound bridge, at centerline of creek
in the Cypress Watershed near stream K100-00-00
ELEV. 120.21 Feet NAVD 1988, 2001 Adjusted.",120.2082391,-2.2,112,114.9,116.3,118.74,0,2009-04-28 5:00,2009-04-29 19:20,,111.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on paving d/s side westbank,"TEM, AGR, BB",Billy Burke,,2009-04-29 5:00,-95.55013417,29.99190563,Unassigned,,,,,{16E8E5E1-668B-4574-B0EC-8183ACEB87F5},,,,,9.0082391,,,
1675,K-0010,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,CUTTEN,,110105,"Floodplain Reference Mark Number 110105 is a
BRASS DISK Stamped WEISSER BM 35 on bridge at
Schroeder Rd (Cutler Rd) northbound and Cypress Creek
located on concrete walk, on east side of bridge, at centerline of creek
in the Cypress Watershed near stream K100-00-00
ELEV. 121.47 Feet NAVD 1988, 2001 Adjusted.",121.4693914,-2.1,113.5,116.5,117.9,120.4,0,2009-04-28 5:00,2009-04-29 19:50,,112.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on cone slope paving d/s side north bank,"TEM, AGR, BB",Billy Burke,,2009-04-29 5:00,-95.55739856,29.9917184,Unassigned,,,,,{B646DA97-12FB-48C7-A5E3-71F194009FB7},,,,,8.7693914,,,
1676,K-0012,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,JONES,,110118,"Floodplain Reference Mark Number 110118 is a brass disk stamped WEISSER BM-32 at Jones Road and Cypress Creek located on the downstream side of the bridge at the stream centerline in Key Map 369 B in the Cypress Creek Watershed (K100-00-00). ELEV. 126.98 Feet NAVD 1988, 2001 Adjusted.",126.98,-1.2,118.9,121.9,123.2,125.9,0,2009-04-28 5:00,2009-04-30 17:18,,119,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Water bank on cove slope paving east bank; d/s side,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.58638481,29.98284707,Unassigned,,,,,{186F47F0-350A-473A-A7F0-AE12ACCA5BBF},,,,,7.98,,,
1677,K-0013,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,CYPRESSWOOD 369B,,110120,"Floodplain Reference Mark Number 110120 is a
BRASS DISK Stamped WEISSER BM31 on bridge at
Cypresswood Dr and Cypress Creek
located on concrete walk, on north side of bridge, at centerline of creek
in the Cypress Watershed near stream K100-00-00
ELEV. 128.42 Feet NAVD 1988, 2001 Adjusted.",128.4176387,-1.1,120.1,123.1,124.5,126.9,0,2009-04-28 5:00,2009-04-30 17:00,,120.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris marks on d/s side slope paving,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.58850037,29.97747995,Unassigned,,,,,{C6C7F49B-8430-4A49-A806-09E163EEFF8A},,,,,8.1176387,,,
1678,K-0017,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,TELGE ROAD,,110140,"Floodplain Reference Mark Number 110140 is a
BRASS DISK on bridge at
Telge Rd northbound and Cypress Creek
located on concrete walk, on east side of bridge, at centerline of stream
in the Cypress Watershed near stream K100-00-00
ELEV. 139.71 Feet NAVD 1988, 2001 Adjusted.",139.7093812,-1.6,133.4,135,135.9,137.1,0,2009-04-28 5:00,2009-04-30 21:45,,132.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris sand line on concrete ramp on south bank d/s side,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.6489983,29.95294474,Unassigned,,,,,{0D405648-4162-44A8-A114-BECF0E0676E5},,,,,7.0093812,,,
1679,K-0018,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,BARKER CYPRESS,,110148,"Floodplain Reference Mark Number 110148 is a brass disk stamped WEISSER BM-29 at Barker Cypress Road and Cypress Creek located on the downstream side of the bridge at the stream centerline in Key Map 367 G in the Cypress Creek Watershed (K100-00-00). ELEV. 144.00 Feet NAVD 1988, 2001 Adjusted.",144,-2.4,137.5,139,139.8,141.1,0,2009-04-28 5:00,2009-04-30 14:30,,135.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Water mark on south abutment slope paving between the bridges,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.67320083,29.96260556,Unassigned,,,,,{58437E03-F244-418F-9CF2-3FA4175550D6},,,,,8.2,,,
1680,K-0019,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,U.S. 290,1175,110145,"Floodplain Reference Mark Number 110145 is a
BRASS DISK Stamped WEISSER BM28 on bridge at
HWY 290 service road westbound and Cypress Creek
located on east side of bridge, at centerline of creek
in the Cypress Watershed near stream K100-00-00
ELEV. 147.52 Feet NAVD 1988, 2001 Adjusted.",147.5184863,-1,138.2,139.9,140.8,142.3,0,2009-04-28 5:00,2009-04-30 14:15,,137.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Water mark on abutment north bank d/s,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.67830851,29.95647623,Unassigned,,149.12,,,{211BD1A7-4BB7-485B-A358-88CCB01CCFE8},,,,,10.2184863,,,
1681,K-0020,BRIDGE,K,CYPRESS CREEK,K100-00-00,CYPRESS CREEK,HOUSE HAHL ROAD,,110160,"Floodplain Reference Mark Number 110160R is an ALUM DISC stamped 110160R in the southeast corner of bridge on House Hall Road over Cypres Creek in the Cypress Creek Watershed near stream K100-00-00 ELEV. 153.16 Feet NAVD 1988, 2001 Adjusted.",153.16,-1,145.6,146.7,147.3,148.9,0,2009-04-28 5:00,2009-05-01 5:00,,145,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s ne corner of bridge; u/s s bank bridge dirt abutment,"Jeremy, David R",,,2009-05-01 5:00,-95.71776652,29.95918386,Unassigned,,,,,{423C5BD2-0F03-4D0D-A387-1C9CBAEA86F6},,,,,8.16,,,
1682,K-0024,BRIDGE,K,CYPRESS CREEK,K111-00-00,TURKEY CREEK,K111 @ FM 1960,,110298,"Floodplain Reference Mark Number 110298 is a brass disk stamped RM 110298 EST 2005 at FM 1960 and Turkey Creek located on the downstream side of the bridge (west bound lanes) at the west end bridge abutment (NW corner) in Key Map 333 R in the Cypress Creek Watershed (K111-00-00). ELEV. 81.53 Feet NAVD 1988, 2001 Adjusted.",81.53,-1.4,72,74.9,78,85,0,2009-04-28 5:00,2009-04-29 15:00,,69,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line in channel and mark on slope paving d/s side west bank,"TEM, AGR, Bb",Billy Burke,,2009-04-29 5:00,-95.36161308,30.01704139,Unassigned,,,,,{15A37277-7346-4B08-AB07-A0472DED6B1F},,,,,12.53,,,
1683,K-0025,BRIDGE,K,CYPRESS CREEK,K133-00-00,DRY GULLY,K133 @ CYPRESSWOOD,,110545,"Floodplain Reference Mark Number 110545 is a
BRASS DISK Stamped K133 BM01 on bridge at
Cypresswood Rd. and Dry Gully located on downstream
concrete walk, on south side of eastbound road, at centerline of creek
in the Cypress Watershed near stream K133-00-00
ELEV. 108.36 Feet NAVD 1988, 2001 Adjusted.",108.3594111,-1.5,108.9,112.2,113.9,117.3,0,2009-04-28 5:00,2009-04-29 18:45,,106.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debirs line on d/s side of east bank,"TEM, AGR, BB",Billy Burke,,2009-04-29 5:00,-95.52972463,30.00339111,Unassigned,,,,,{05BBF06D-46A4-4160-BE2E-597E033CA8D9},,,,,1.8594111,,,
1684,K-0026,BRIDGE,K,CYPRESS CREEK,K142-00-00,FAULKEY GULLY,K142 @ JONES RD,,110614,"Floodplain Reference Mark Number 110614 is a brass disk stamped WEISSER BM-33 at Jones Road and Faulkey Gully located on the downstream side of the north bound lanes of the road at the stream centerline in Key Map 329 X in the Cypress Creek Watershed (K142-00-00). ELEV. 121.74 Feet NAVD 1988, 2001 Adjusted.",121.74,-2.3,118.9,122.6,124,128.1,0,2009-04-28 5:00,2009-04-30 17:30,,119.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line at both d/s abutments on cone slope paving,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.58799848,29.98837776,Unassigned,,,,,{ED116AC1-7290-4080-A0FA-C2FCAEE35E39},,,,,2.64,,,
1685,L-0002,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,SPRING CYPRESS,,110956,"Floodplain Reference Mark Number 110955 is a
BRASS DISK Stamped WEISSER BM30 on bridge at
Spring Cypress and Little Cypress Creek located on
shoulder, on east side of bridge, at centerline of creek
in the Cypress Watershed near stream L100-00-00
ELEV. 145.2 Feet NAVD 1988, 2001 Adjusted.",145.2036615,-1.4,140.8,142.9,143.8,145.7,0,2009-04-28 5:00,2009-04-30 18:30,,139.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on slope d/s north bank,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.65380506,29.9884845,Unassigned,,,,,{3BC8990F-1AF2-4156-B48A-FCCF9FED7456},,,,,5.8036615,,,
1686,L-0004,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,MUESCHKE,,110980,"Floodplain Reference Mark Number 110980R is a 
ALUM DISK Stamped 110980R on bridge at 
Mueschke Road at Little Cypress Creek, on downstream, north end of northbound lane,
in KeyMap 326L in the Cypress Watershed on stream L100-00-00
ELEV. 173.03 Feet NAVD 1988, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm.",173.03,-1.1,166.3,167.3,167.8,169.1,0,2009-04-28 5:00,2009-04-30 5:00,,166.6,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris on fence and debris line on d/s abutment; water slightly over bridge deck,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.72497131,30.02205209,Unassigned,,,,,{74FE229C-5609-4C71-9467-0D70E94EAEC7},,,,,6.43,,,
1687,L-0005,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,BAUER,,111010,"Floodplain Reference Mark Number 111010R is a 
ALUM DISK Stamped 111010R on bridge at 
Bauer Road at Little Cypress Creek, on downstream, south end,
in KeyMap 325F in the Cypress Watershed on stream L100-00-00
ELEV. 189.33 Feet NAVD 1988, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm.",189.33,-0.4,186.6,187.4,187.8,188.7,0,2009-04-28 5:00,2009-04-30 19:50,,186.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Water mark on south bank slope d/s of bridge,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.78151588,30.03298328,Unassigned,,,,,{458D2EA2-5A55-44EE-9862-FA93D196C233},,,,,2.83,,,
1688,L-0007,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,ROBERTS,,111020,"Floodplain Reference Mark Number 111020 is a
BRASS DISK Stamped WEISSER BM58 on bridge at
Roberts and Little Cypress Creek located on 
east concrete shoulder, at centerline of creek
in the Cypress Watershed near stream L100-00-00
ELEV. 204.1 Feet NAVD 1988, 2001 Adjusted.",204.0975398,-0.4,202.2,203.2,203.6,204.5,0,2009-04-28 5:00,2009-04-30 20:15,,202.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris on d/s north slope,"TEM, AGR, BB",Billy Burke,,2009-04-30 5:00,-95.81529623,30.0310397,Unassigned,,,,,{E2458B39-8056-436B-85D1-747BD40F2E65},,,,,1.8975398,,,
1689,L-0008,BRIDGE,L,LITTLE CYPRESS CREEK,L100-00-00,LITTLE CYPRESS CREEK,BAUER-HOCKLEY,,111025,"Floodplain Reference Mark Number 111025 is a
BRASS DISK on bridge at intersection of 
Bauer Hockley and Little Cypress Creek located on
south concrete shoulder, at centerline of creek
in the Cypress Watershed near stream L100-00-00
ELEV. 212.93 Feet NAVD 1988, 2001 Adjusted.",212.9306586,-0.4,207.2,207.7,207.9,208.5,0,2009-04-28 5:00,2009-04-30 20:15,,207.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris on d/s north slope,"TEM, AGR, BB",Billy Burke,,,-95.82205035,30.03655776,Unassigned,,,,,{80D80A86-B0EF-4128-976D-D84DC0121565},,,,,5.6306586,,,
1690,L-0009,BRIDGE,L,LITTLE CYPRESS CREEK,L120-00-00,UNNAMED TRIBUTARY,HEGAR @ L120,,111090,"Floodplain Reference Mark Number 111090 is a
BRASS DISK  on bridge at intersection of 
L120-00-00 and Hegar located on east shoulder
of bridge, at centerline of stream
in the Cypress Watershed near stream L120-00-00
ELEV. 220.01 Feet NAVD 1988, 2001 Adjusted.",220.0054148,-0.9,0,0,0,0,0,2009-04-28 5:00,2009-05-01 14:18,,217.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on underside of bridge @ south east corner; 15' north abutment seam,,David Forrister,,2009-05-01 5:00,-95.84132101,30.03657621,Unassigned,,,,,{B252C581-4F1F-41EA-9858-882B864C3563},,,,,2.2054148,,,
1691,L-0010,BRIDGE,L,LITTLE CYPRESS CREEK,L120-00-00,UNNAMED TRIBUTARY,KERMIER @ L120,,111035,"Floodplain Reference Mark Number 111035 is a
BRASS DISK Stamped WEISSER BM59 on bridge at
Kermier and L120-00-00 located on concrete wall,
on east side of bridge, at centerline of creek
in the Cypress Watershed near stream L100-00-00
ELEV. 231.55 Feet NAVD 1988, 2001 Adjusted.",231.551,-0.5,0,0,0,0,0,2009-04-28 5:00,2009-05-01 15:00,,224.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on north highbank on d/s e side of bridge,,David Forrister,,2009-05-01 5:00,-95.85724458,30.03655722,Unassigned,,,,,{74B8689D-5308-4F9F-AADD-289F00D5BFFD},,,,,7.151,,,
1692,L-0011,BRIDGE,L,LITTLE CYPRESS CREEK,L120-00-00,UNNAMED TRIBUTARY,KICKAPOO @ L120,,110929,"Floodplain Reference Mark Number 110929 is a brass disk stamped WEISSER BM-22 at Kickapoo Road and Little Cypress Creek located on the downstream side of the bridge on top of a concrete box culvert at the stream centerline in Key Map 323 C in the Cypress Creek Watershed (L120-00-00). ELEV. 235.71 Feet NAVD 1988, 2001 Adjusted.",235.71,-0.9,0,0,0,0,0,2009-04-28 5:00,2009-05-01 5:00,,234.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on southeast corner of bridge on side of box culvert,,David Forrister,,2009-05-01 5:00,-95.87400732,30.03990308,Unassigned,,,,,{3498FE92-1F3C-4689-9CDD-598927306527},,,,,1.01,,,
1693,M-0001,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,GOSLIN RD,,120010,"Floodplain Reference Mark Number 120010 is a
BRASS DISK Stamped WEISSER BM39 on bridge at
Gosling and Willow Creek located on downstream,
east shoulder, at centerline of creek
in the Willow Watershed near stream M100-00-00
ELEV. 113.48 Feet NAVD 1988, 2001 Adjusted.",113.4759035,-1.4,116.4,121.6,123,128.6,0,2009-04-28 5:00,2009-04-30 14:00,,107.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on northeast bank,"Garmon, Reed",,,2009-04-30 5:00,-95.50676847,30.11439257,Unassigned,,,,,{27470D6B-C93C-4E87-A158-5BE0822A772A},,,,,5.9759035,,,
1694,M-0003,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,FM 2920,,120045,"Floodplain Reference Mark Number 120045 is a
BRASS DISK Stamped WEISSER BM38 on bridge at
intersection of FM 2920 and Willow Cree located on downstream,
east concrete walk, at stream centerline
in the Willow Watershed near stream M100-00-00
ELEV. 142.96 Feet NAVD 1988, 2001 Adjusted.",142.9618681,-1.4,138.9,140.8,141.6,144,0,2009-04-28 5:00,2009-05-06 19:15,,139.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,on bench of bridge southeast corner of bridge,"Forester, Burke",David Forester,,2009-05-06 5:00,-95.56513507,30.08260226,Unassigned,,,,,{909EC122-0ECD-4782-8564-883F90BCA6D0},,,,,3.1618681,,,
1695,M-0004,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,HUFFSMITH KOHRVILLE,,120055,"Floodplain Reference Mark Number 120055 is a
BRASS DISK Stamped M100 BM05 on bridge at
Hufsmith Kohrville and Willow Creek located on downstream,
concrete walk, on east side of bridge, at centerline of stream
in the Willow Watershed near stream M100-00-00
ELEV. 149.43 Feet NAVD 1988, 2001 Adjusted.",149.425,-0.9,149.5,151,151.7,154.1,0,2009-04-28 5:00,2009-05-06 18:45,,147.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,mud line on south HB east of bridge,"David Forester, Billy Burke",David Forester,,2009-05-06 5:00,-95.58937263,30.06186434,Unassigned,,,,,{40816DA0-2EBB-459C-9330-DD015BC1639A},,,,,1.725,,,
1696,M-0006,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,TELGE RD,,120080,"Floodplain Reference Mark Number 120080R is an ALUM DISC stamped 120080R in the concrete headwall on the east side of Telge Road at Willow Creek in the Willow Creek Watershed near stream M100-00-00 ELEV. 159.64 Feet NAVD 1988, 2001 Adjusted.",159.64,-0.9,160.7,161.6,162.1,163.6,0,2009-04-28 5:00,2009-05-06 18:00,,160.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on top pipe on eastside of bridge,"David Forester, Billy Burke",David Forester,,2009-05-06 5:00,-95.65997226,30.05043945,Unassigned,,,,,{05CC7B31-6B83-46A2-A77A-A8F955318AFD},,,,,1.06,,,
1697,M-0007,BRIDGE,M,WILLOW CREEK,M100-00-00,WILLOW CREEK,CYPRESS ROSEHILL,,120095,"Floodplain Reference Mark Number 120095 is a
BRASS DISK Stamped M100 BM08 on bridge at
Cypress-Rosehill and Willow Creek located on downstream,
concrete wall, on east side of bridge, at centerline of stream
in the Willow Watershed near stream M100-00-00
ELEV. 168.79 Feet NAVD 1988, 2001 Adjusted.",168.794,-0.9,168.1,168.5,168.7,169.1,0,2009-04-28 5:00,2009-05-06 17:30,,168,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,HWM CL bridge on eastside,"David Forester, Billy Burke",David Forester,,2009-05-06 5:00,-95.69762846,30.04403027,Unassigned,,,,,{4653347D-8F72-4D9C-83FF-4C7996DAAF3A},,,,,0.794,,,
1698,T-0002,BRIDGE,T,BARKER RESERVOIR,T101-00-00,MASON CREEK,PARK PINE,,190125,"Floodplain Reference Mark Number 190125 is a
Brass Disk stamped T101 BM02 on bridge at
Pine Park and Mason Creek located on downstream
concrete walk, on SE side of bridge, at stream centerline
in the Barker Watershed near stream T101-00-00
ELEV. 113.543 Feet NAVD 1988, 2001 Adjusted.",113.543,-1.2,104.4,107,108.2,111,0,2009-04-28 5:00,2009-04-29 14:45,,108,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s and u/s debris line,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.73239444,29.77151319,Unassigned,,,,,{22E5CB11-FFAF-4126-A9E1-8A6ED777B168},,,,,5.543,,,
1699,T-0003,BRIDGE,T,BARKER RESERVOIR,T101-00-00,MASON CREEK,IH 10,,190135,"Floodplain Reference Mark Number 190135 is a
Brass Disk stamped T101 BM03 on bridge at
IH 10 E-bound feeder and Mason Creek located on downstream,
south side of bridge, at stream centerline
in the Barker Watershed near stream T101-00-00
ELEV. 126.347 Feet NAVD 1988, 2001 Adjusted.",126.347,-1,116,118.6,119.7,122.3,0,2009-04-28 5:00,2009-04-29 15:11,,115.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,d/s debris line southwest side of channel,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.74723884,29.78522899,Unassigned,,,,,{5F76715D-7F81-4DF1-AE14-EE6DE8AD1E8A},,,,,11.147,,,
1700,T-0004,BRIDGE,T,BARKER RESERVOIR,T101-00-00,MASON CREEK,MASON RD,,190140,"Floodplain Reference Mark Number 190140 is a
Brass Disk stamped T101 BM05 on bridge at
Mason Rd and Mason Creek located on downstream
concrete wall, on east side of bridge, at stream centerline
in the Barker Watershed near stream T101-00-00
ELEV. 130.497 Feet NAVD 1988, 2001 Adjusted.",130.497,-1,120.5,123,124.1,126.1,0,2009-04-28 5:00,2009-04-29 15:35,,121.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,u/s and d/s debris lines,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.75188337,29.79125501,Unassigned,,,,,{23D03572-679B-4A70-97CD-D9DD491DC4A2},,,,,8.997,,,
1701,T-0005,BRIDGE,T,BARKER RESERVOIR,T101-00-00,MASON CREEK,COLONIAL PARKWAY,,190145,"Floodplain Reference Mark Number 190145 is a
Brass Disk stamped T101 BM06 on bridge at
Colonial Parkway and Mason Creek located on downstream
cocnrete walk, on south side of bridge, at stream centerline
in the Barker Watershed near stream T101-00-00
ELEV. 131.235 Feet NAVD 1988, 2001 Adjusted.",131.235,-1.1,123.4,125.9,126.9,128.9,0,2009-04-28 5:00,2009-04-29 15:48,,125,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,u/s and d/s debris lines,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.76070213,29.79422341,Unassigned,,,,,{0BD4AFC9-DAAF-4227-9EC3-7B82E57D68EA},,,,,6.235,,,
1702,T-0006,BRIDGE,T,BARKER RESERVOIR,T100-00-00,UPPER BUFFALO  BAYOU/CANE,FRANZ RD,,190090,"Floodplain Reference Mark Number 190090 is a
Brass Disk stamped Texas State Department of Highway Public 
Transportation on bridge at Franz Road and Upper Buffalo Bayou
located on upstream concrete wall, on northwest corner of bridge
in the Barker Watershed near stream T100-00-00
ELEV. 145.355 Feet NAVD 1988, 2001 Adjusted.",145.355,-0.5,139.3,141.9,142.8,144.2,0,2009-04-28 5:00,2009-04-29 17:34,,138.6,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,u/s and d/s debris line,"David R, Jeremy J",Jeremy J,,2009-04-29 5:00,-95.82945759,29.80043365,Unassigned,,,,,{76D8D2BF-3D33-435A-8217-76E717DF2617},,,,,6.755,,,
1703,U-0001,BRIDGE,U,ADDICKS RESERVOIR,U100-00-00,LANGHAM CREEK,MEMORIAL DR,,210395,"Floodplain Reference Mark Number 210395 is a
Brass Disk stamped U100 BM01 on bridge at
Memorial Drive and Langham Creek located on downstream,
concrete walk, on south side of bridge, at stream centerline
in the Buffalo Watershed near stream U100-00-00
ELEV. 79.423 Feet NAVD 1988, 2001 Adjusted.",79.423,-1.9,0,0,0,0,0,2009-04-28 5:00,2009-05-01 19:58,,73.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on bridge rail and pipe pier,"David R, Jeff L, Jeremy J",Jeremy J,,2009-05-01 5:00,-95.62382398,29.77990829,Unassigned,,,,,{71554774-BCC3-49CF-8F42-ACCD717DDE69},,,,,5.623,,,
